time,(LX)
0.000000,5.507520E+0
0.010000,7.097511E+0
0.020000,6.600638E+0
0.030000,7.196885E+0
0.040000,6.998136E+0
0.050000,7.296259E+0
0.060000,6.600638E+0
0.070000,6.401890E+0
0.080000,6.600638E+0
0.090000,6.898762E+0
0.100000,6.998136E+0
0.110000,6.799387E+0
0.120000,7.196885E+0
0.130000,7.395634E+0
0.140000,6.700013E+0
0.150000,7.196885E+0
0.160000,6.998136E+0
0.170000,6.898762E+0
0.180000,6.898762E+0
0.190000,6.600638E+0
0.200000,7.594383E+0
0.210000,7.296259E+0
0.220000,7.196885E+0
0.230000,7.097511E+0
0.240000,9.283748E+0
0.250000,6.799387E+0
0.260000,7.196885E+0
0.270000,5.408145E+0
0.280000,6.103766E+0
0.290000,7.395634E+0
0.300000,7.395634E+0
0.310000,6.501264E+0
0.320000,6.700013E+0
0.330000,6.799387E+0
0.340000,6.501264E+0
0.350000,6.600638E+0
0.360000,7.395634E+0
0.370000,6.401890E+0
0.380000,6.998136E+0
0.390000,7.196885E+0
0.400000,6.898762E+0
0.410000,6.898762E+0
0.420000,7.296259E+0
0.430000,7.196885E+0
0.440000,6.998136E+0
0.450000,6.799387E+0
0.460000,7.296259E+0
0.470000,6.998136E+0
0.480000,6.998136E+0
0.490000,6.600638E+0
0.500000,6.898762E+0
0.510000,6.898762E+0
0.520000,6.401890E+0
0.530000,7.097511E+0
0.540000,7.395634E+0
0.550000,7.097511E+0
0.560000,7.196885E+0
0.570000,6.898762E+0
0.580000,6.501264E+0
0.590000,7.395634E+0
0.600000,6.799387E+0
0.610000,6.898762E+0
0.620000,7.097511E+0
0.630000,7.097511E+0
0.640000,7.296259E+0
0.650000,6.998136E+0
0.660000,7.594383E+0
0.670000,6.700013E+0
0.680000,6.898762E+0
0.690000,7.196885E+0
0.700000,6.700013E+0
0.710000,6.898762E+0
0.720000,6.998136E+0
0.730000,6.401890E+0
0.740000,7.097511E+0
0.750000,6.600638E+0
0.760000,6.600638E+0
0.770000,7.296259E+0
0.780000,6.501264E+0
0.790000,7.296259E+0
0.800000,6.898762E+0
0.810000,6.998136E+0
0.820000,6.998136E+0
0.830000,6.799387E+0
0.840000,6.898762E+0
0.850000,7.495008E+0
0.860000,6.700013E+0
0.870000,6.898762E+0
0.880000,6.203141E+0
0.890000,7.196885E+0
0.900000,6.799387E+0
0.910000,5.805643E+0
0.920000,6.501264E+0
0.930000,7.594383E+0
0.940000,6.501264E+0
0.950000,7.097511E+0
0.960000,6.700013E+0
0.970000,6.600638E+0
0.980000,7.495008E+0
0.990000,6.600638E+0
1.000000,6.799387E+0
1.010000,6.700013E+0
1.020000,6.501264E+0
1.030000,7.097511E+0
1.040000,5.805643E+0
